,Temparature
1980-08-16,21.612743377685547
1980-08-17,21.870853424072266
1980-08-18,21.822172164916992
1980-08-19,22.260515213012695
1980-08-20,22.26958465576172
1980-08-21,22.289592742919922
1980-08-22,21.871456146240234
1980-08-23,21.580421447753906
1980-08-24,22.07941436767578
1980-08-25,21.50071907043457
1980-08-26,22.448627471923828
1980-08-27,21.338001251220703
1980-08-28,20.964778900146484
1980-08-29,21.94951629638672
1980-08-30,22.228761672973633
1980-08-31,21.75554656982422
1980-09-01,21.212703704833984
1980-09-02,21.986122131347656
1980-09-03,21.14513397216797
1980-09-04,20.66766929626465
1980-09-05,20.286664962768555
1980-09-06,21.552791595458984
1980-09-07,21.745595932006836
1980-09-08,21.580659866333008
1980-09-09,21.372150421142578
1980-09-10,21.977455139160156
1980-09-11,21.880481719970703
1980-09-12,21.54589080810547
1980-09-13,21.69287872314453
1980-09-14,21.94415855407715
1980-09-15,21.64731788635254
1980-09-16,21.21344566345215
1980-09-17,20.225326538085938
1980-09-18,20.06919288635254
1980-09-19,20.355791091918945
1980-09-20,20.164030075073242
1980-09-21,19.732500076293945
1980-09-22,20.006668090820312
1980-09-23,20.172086715698242
1980-09-24,20.01199722290039
1980-09-25,19.954587936401367
1980-09-26,19.961177825927734
1980-09-27,20.10647201538086
1980-09-28,19.49530029296875
1980-09-29,18.841533660888672
1980-09-30,18.24570655822754
1980-10-01,18.782981872558594
1980-10-02,18.31182861328125
1980-10-03,17.847023010253906
1980-10-04,18.020870208740234
1980-10-05,16.9091854095459
1980-10-06,16.19561004638672
1980-10-07,17.20163345336914
1980-10-08,16.748214721679688
1980-10-09,16.814605712890625
1980-10-10,17.67563819885254
1980-10-11,17.663284301757812
1980-10-12,17.18235969543457
1980-10-13,16.442140579223633
1980-10-14,16.75956153869629
1980-10-15,16.379236221313477
1980-10-16,16.36495018005371
1980-10-17,17.192827224731445
1980-10-18,17.80122947692871
1980-10-19,17.359844207763672
1980-10-20,16.90325164794922
1980-10-21,17.100208282470703
1980-10-22,16.409496307373047
1980-10-23,16.4105224609375
1980-10-24,16.290985107421875
1980-10-25,14.73886489868164
1980-10-26,14.29672908782959
1980-10-27,13.97036075592041
1980-10-28,14.162457466125488
1980-10-29,15.371232032775879
1980-10-30,15.30144214630127
1980-10-31,14.79537296295166
1980-11-01,15.056853294372559
1980-11-02,15.588946342468262
1980-11-03,15.2033109664917
1980-11-04,15.038718223571777
1980-11-05,14.601361274719238
1980-11-06,13.943046569824219
1980-11-07,13.692961692810059
1980-11-08,14.046642303466797
1980-11-09,13.463905334472656
1980-11-10,13.865848541259766
1980-11-11,13.935210227966309
1980-11-12,13.833427429199219
1980-11-13,13.280097007751465
1980-11-14,13.055431365966797
1980-11-15,12.992788314819336
1980-11-16,14.084410667419434
1980-11-17,13.851271629333496
1980-11-18,14.114153861999512
1980-11-19,14.25855827331543
1980-11-20,12.969062805175781
1980-11-21,14.617093086242676
1980-11-22,13.690901756286621
1980-11-23,12.499632835388184
1980-11-24,12.49665355682373
1980-11-25,10.535399436950684
1980-11-26,11.514263153076172
1980-11-27,11.907086372375488
1980-11-28,12.00246524810791
1980-11-29,11.298975944519043
1980-11-30,10.482377052307129
1980-12-01,11.481120109558105
1980-12-02,11.18272876739502
1980-12-03,11.690323829650879
1980-12-04,12.342777252197266
1980-12-05,11.649981498718262
1980-12-06,10.961363792419434
1980-12-07,11.384907722473145
1980-12-08,10.420716285705566
1980-12-09,9.64053726196289
1980-12-10,10.457655906677246
1980-12-11,10.6915922164917
1980-12-12,10.274129867553711
1980-12-13,9.700936317443848
1980-12-14,10.019800186157227
1980-12-15,9.873456001281738
1980-12-16,10.177560806274414
1980-12-17,10.032008171081543
1980-12-18,9.393507957458496
1980-12-19,9.15612506866455
1980-12-20,9.676708221435547
1980-12-21,10.273775100708008
1980-12-22,9.99250316619873
1980-12-23,9.144691467285156
1980-12-24,10.261408805847168
1980-12-25,8.761114120483398
1980-12-26,9.97353458404541
1980-12-27,10.253467559814453
1980-12-28,9.909065246582031
1980-12-29,10.469452857971191
1980-12-30,10.252789497375488
1980-12-31,9.897631645202637
1981-01-01,10.424881935119629
1981-01-02,9.564884185791016
1981-01-03,9.024442672729492
1981-01-04,8.52413558959961
1981-01-05,7.237347602844238
1981-01-06,8.224152565002441
1981-01-07,6.265545845031738
1981-01-08,5.535658359527588
1981-01-09,6.703030109405518
1981-01-10,6.7372517585754395
1981-01-11,6.451313018798828
1981-01-12,8.437426567077637
1981-01-13,8.499555587768555
1981-01-14,7.979846477508545
1981-01-15,8.680395126342773
1981-01-16,10.122941017150879
1981-01-17,10.894879341125488
1981-01-18,9.758505821228027
1981-01-19,9.321441650390625
1981-01-20,8.807589530944824
1981-01-21,9.010199546813965
1981-01-22,8.73660945892334
1981-01-23,7.54369592666626
1981-01-24,6.9535603523254395
1981-01-25,7.922545433044434
1981-01-26,8.218266487121582
1981-01-27,8.227738380432129
1981-01-28,9.039767265319824
1981-01-29,9.779645919799805
1981-01-30,10.467411041259766
1981-01-31,9.562631607055664
1981-02-01,8.80811595916748
1981-02-02,8.62115478515625
1981-02-03,8.910272598266602
1981-02-04,10.023626327514648
1981-02-05,11.44478702545166
1981-02-06,11.670076370239258
1981-02-07,10.028841018676758
1981-02-08,10.093358039855957
1981-02-09,9.405409812927246
1981-02-10,8.192351341247559
1981-02-11,8.235248565673828
1981-02-12,8.7124605178833
1981-02-13,10.09907341003418
1981-02-14,10.27548885345459
1981-02-15,11.323570251464844
1981-02-16,12.64537239074707
1981-02-17,12.774590492248535
1981-02-18,12.766971588134766
1981-02-19,12.27605152130127
1981-02-20,12.954136848449707
1981-02-21,13.77538013458252
1981-02-22,13.640000343322754
1981-02-23,13.448494911193848
1981-02-24,14.724580764770508
1981-02-25,14.352989196777344
1981-02-26,14.44145679473877
1981-02-27,14.662318229675293
1981-02-28,10.932989120483398
1981-03-01,12.421614646911621
1981-03-02,12.814142227172852
1981-03-03,12.53896427154541
1981-03-04,13.179990768432617
1981-03-05,12.99781608581543
1981-03-06,13.940149307250977
1981-03-07,14.581025123596191
1981-03-08,14.386363983154297
1981-03-09,15.017688751220703
1981-03-10,13.905881881713867
1981-03-11,14.223258972167969
1981-03-12,14.221453666687012
1981-03-13,12.858420372009277
1981-03-14,13.17068099975586
1981-03-15,13.765301704406738
1981-03-16,11.225242614746094
1981-03-17,12.649419784545898
1981-03-18,14.301734924316406
1981-03-19,15.251333236694336
1981-03-20,15.54591178894043
1981-03-21,16.159687042236328
1981-03-22,14.628364562988281
1981-03-23,14.230950355529785
1981-03-24,14.13725757598877
1981-03-25,13.99548625946045
1981-03-26,12.887596130371094
1981-03-27,11.960160255432129
1981-03-28,14.243880271911621
1981-03-29,13.582215309143066
1981-03-30,12.766510009765625
1981-03-31,13.70956802368164
1981-04-01,13.256095886230469
1981-04-02,14.745978355407715
1981-04-03,15.833564758300781
1981-04-04,16.595722198486328
1981-04-05,15.610618591308594
1981-04-06,15.928372383117676
1981-04-07,15.806650161743164
1981-04-08,16.29350471496582
1981-04-09,16.572509765625
1981-04-10,17.51749610900879
1981-04-11,17.050626754760742
1981-04-12,16.89834976196289
1981-04-13,16.86992073059082
1981-04-14,17.418678283691406
1981-04-15,17.87416648864746
1981-04-16,17.072755813598633
1981-04-17,16.03441047668457
1981-04-18,15.219785690307617
1981-04-19,15.637433052062988
1981-04-20,16.259723663330078
1981-04-21,16.717905044555664
1981-04-22,17.62843132019043
1981-04-23,18.673276901245117
1981-04-24,16.66362953186035
1981-04-25,17.66500473022461
1981-04-26,15.135401725769043
1981-04-27,16.53221321105957
1981-04-28,17.46582794189453
1981-04-29,18.7666015625
1981-04-30,18.720308303833008
1981-05-01,18.457244873046875
1981-05-02,19.28036880493164
1981-05-03,18.545076370239258
1981-05-04,18.905134201049805
1981-05-05,19.823673248291016
1981-05-06,18.60186195373535
1981-05-07,18.72367286682129
1981-05-08,18.04016876220703
1981-05-09,18.502735137939453
1981-05-10,18.521663665771484
1981-05-11,18.822311401367188
1981-05-12,18.244611740112305
1981-05-13,18.38802719116211
1981-05-14,19.95284652709961
1981-05-15,19.7884578704834
1981-05-16,19.499135971069336
1981-05-17,18.779340744018555
1981-05-18,20.068023681640625
1981-05-19,20.864473342895508
1981-05-20,21.091318130493164
1981-05-21,19.81989288330078
1981-05-22,20.20635986328125
1981-05-23,19.091949462890625
1981-05-24,18.963912963867188
1981-05-25,19.622623443603516
1981-05-26,19.968765258789062
1981-05-27,19.273685455322266
1981-05-28,19.162105560302734
1981-05-29,19.670820236206055
1981-05-30,19.731685638427734
1981-05-31,21.03611183166504
1981-06-01,20.133544921875
1981-06-02,20.372129440307617
1981-06-03,21.493515014648438
1981-06-04,21.815345764160156
1981-06-05,19.884679794311523
1981-06-06,20.706459045410156
1981-06-07,20.501789093017578
1981-06-08,21.590255737304688
1981-06-09,21.471899032592773
1981-06-10,22.06235122680664
1981-06-11,22.194419860839844
1981-06-12,23.15558624267578
1981-06-13,23.379793167114258
1981-06-14,23.557662963867188
1981-06-15,23.364240646362305
1981-06-16,22.60451889038086
1981-06-17,22.30553436279297
1981-06-18,21.70802879333496
1981-06-19,21.758056640625
1981-06-20,22.4892635345459
1981-06-21,22.4415283203125
1981-06-22,21.720186233520508
1981-06-23,22.569272994995117
1981-06-24,22.69420051574707
1981-06-25,22.4544620513916
1981-06-26,22.112356185913086
1981-06-27,20.997724533081055
1981-06-28,20.444576263427734
1981-06-29,20.52167510986328
1981-06-30,21.56682586669922
1981-07-01,21.67416000366211
1981-07-02,22.223838806152344
1981-07-03,21.509567260742188
1981-07-04,21.167970657348633
1981-07-05,20.796430587768555
1981-07-06,22.036640167236328
1981-07-07,22.54610824584961
1981-07-08,22.2924747467041
1981-07-09,22.617088317871094
1981-07-10,22.178388595581055
1981-07-11,22.80962371826172
1981-07-12,21.68569564819336
1981-07-13,21.414289474487305
1981-07-14,21.846446990966797
1981-07-15,21.531715393066406
1981-07-16,21.69285011291504
1981-07-17,22.039915084838867
1981-07-18,20.79486846923828
1981-07-19,21.210750579833984
1981-07-20,21.374126434326172
1981-07-21,22.400848388671875
1981-07-22,22.24761962890625
1981-07-23,22.315454483032227
1981-07-24,22.343318939208984
1981-07-25,22.208545684814453
1981-07-26,21.811187744140625
1981-07-27,20.400985717773438
1981-07-28,21.16507911682129
1981-07-29,21.85997200012207
1981-07-30,21.66379737854004
1981-07-31,21.220943450927734
1981-08-01,22.141357421875
1981-08-02,21.265966415405273
1981-08-03,21.523401260375977
1981-08-04,21.8458194732666
1981-08-05,22.115949630737305
1981-08-06,23.078310012817383
1981-08-07,22.637174606323242
1981-08-08,22.373565673828125
1981-08-09,23.07244300842285
1981-08-10,22.843475341796875
1981-08-11,22.35645294189453
1981-08-12,21.696916580200195
1981-08-13,22.207429885864258
1981-08-14,22.52001190185547
1981-08-15,22.59168815612793
1981-08-16,22.563640594482422
1981-08-17,22.61368751525879
1981-08-18,22.041933059692383
1981-08-19,21.08125114440918
1981-08-20,21.66947364807129
1981-08-21,22.3612003326416
1981-08-22,21.26417350769043
1981-08-23,21.534351348876953
1981-08-24,21.51369857788086
1981-08-25,21.05561065673828
1981-08-26,20.195363998413086
1981-08-27,21.66623306274414
1981-08-28,22.437419891357422
1981-08-29,22.054170608520508
1981-08-30,21.457286834716797
1981-08-31,20.989931106567383
1981-09-01,21.314002990722656
1981-09-02,21.87691879272461
1981-09-03,21.30506706237793
1981-09-04,21.37723731994629
1981-09-05,21.204072952270508
1981-09-06,20.9779109954834
1981-09-07,21.016592025756836
1981-09-08,20.86524200439453
1981-09-09,20.649263381958008
1981-09-10,19.636775970458984
1981-09-11,20.593017578125
1981-09-12,21.325706481933594
1981-09-13,20.95336151123047
1981-09-14,20.130666732788086
1981-09-15,18.950700759887695
1981-09-16,19.301162719726562
1981-09-17,19.498123168945312
1981-09-18,20.54999351501465
1981-09-19,19.019916534423828
1981-09-20,19.31382179260254
1981-09-21,19.9271240234375
1981-09-22,20.47884750366211
1981-09-23,21.287883758544922
1981-09-24,22.01955223083496
1981-09-25,22.437313079833984
1981-09-26,22.011737823486328
1981-09-27,20.5749568939209
1981-09-28,20.57679557800293
1981-09-29,18.692188262939453
1981-09-30,19.429710388183594
1981-10-01,19.77020835876465
1981-10-02,18.884578704833984
1981-10-03,19.447301864624023
1981-10-04,19.87811279296875
1981-10-05,19.43633460998535
1981-10-06,19.467247009277344
1981-10-07,18.589805603027344
1981-10-08,19.687650680541992
1981-10-09,18.705190658569336
1981-10-10,18.90459442138672
1981-10-11,17.85410499572754
1981-10-12,17.80887222290039
1981-10-13,18.075225830078125
1981-10-14,18.306076049804688
1981-10-15,18.328227996826172
1981-10-16,17.690153121948242
1981-10-17,17.667034149169922
1981-10-18,17.607471466064453
1981-10-19,18.51618194580078
1981-10-20,18.06369400024414
1981-10-21,17.1085262298584
1981-10-22,17.515605926513672
1981-10-23,17.36591148376465
1981-10-24,17.428585052490234
1981-10-25,17.52782440185547
1981-10-26,16.467670440673828
1981-10-27,15.479700088500977
1981-10-28,15.769497871398926
1981-10-29,15.65306568145752
1981-10-30,14.993046760559082
1981-10-31,15.803790092468262
1981-11-01,16.276906967163086
1981-11-02,16.064865112304688
1981-11-03,16.10427474975586
1981-11-04,17.405885696411133
1981-11-05,15.32701301574707
1981-11-06,15.105204582214355
1981-11-07,15.08002758026123
1981-11-08,14.970043182373047
1981-11-09,14.662939071655273
1981-11-10,14.483292579650879
1981-11-11,13.337695121765137
1981-11-12,13.056809425354004
1981-11-13,13.109627723693848
1981-11-14,12.228524208068848
1981-11-15,12.324180603027344
1981-11-16,13.043234825134277
1981-11-17,12.998438835144043
1981-11-18,12.82736587524414
1981-11-19,12.50935173034668
1981-11-20,12.0595703125
1981-11-21,12.210685729980469
1981-11-22,11.805060386657715
1981-11-23,11.4935302734375
1981-11-24,11.448861122131348
1981-11-25,11.445262908935547
1981-11-26,11.269753456115723
1981-11-27,11.907581329345703
1981-11-28,11.001241683959961
1981-11-29,10.77169418334961
1981-11-30,10.131434440612793
1981-12-01,10.285633087158203
1981-12-02,10.784526824951172
1981-12-03,11.38784408569336
1981-12-04,11.70523738861084
1981-12-05,11.022287368774414
1981-12-06,10.85131549835205
1981-12-07,10.568253517150879
1981-12-08,10.189568519592285
1981-12-09,9.942776679992676
1981-12-10,10.056927680969238
1981-12-11,9.698409080505371
1981-12-12,9.451497077941895
1981-12-13,9.360573768615723
1981-12-14,9.000173568725586
1981-12-15,8.329977989196777
1981-12-16,8.276827812194824
1981-12-17,8.27763557434082
1981-12-18,8.76060676574707
1981-12-19,8.159342765808105
1981-12-20,7.9941606521606445
1981-12-21,8.233602523803711
1981-12-22,8.74778938293457
1981-12-23,8.938156127929688
1981-12-24,8.719477653503418
1981-12-25,8.412213325500488
1981-12-26,8.817529678344727
1981-12-27,8.537585258483887
1981-12-28,9.128888130187988
1981-12-29,9.21917724609375
1981-12-30,9.468660354614258
1981-12-31,9.848816871643066
